Id,Label,degree,weighted degree,modularity_class,主体类型,领域方向,功能定位
""",""avatar"":""http://wx.qlogo.cn/mmhead/Q3auHgzwzM7QIDG3icY6UNED11e0W2hY7Isst3WKhm1LIrWvHyDzfgg/0",""",""avatar"":""http://wx.qlogo.cn/mmhead/Q3auHgzwzM7QIDG3icY6UNED11e0W2hY7Isst3WKhm1LIrWvHyDzfgg/0",212,215,1,其他,其他,
民生智库科技,民生智库科技,167,167,8,其他,学术研究,
书影乐言,书影乐言,169,170,2,其他,其他,
湖北展鸿公务员考试,湖北展鸿公务员考试,219,226,1,其他,地方政务,
昌平组工,昌平组工,219,226,1,其他,其他,
中国劳动和社会保障科学研究院,中国劳动和社会保障科学研究院,166,166,8,高校/学术机构,学术研究,学术研究
智库中国,智库中国,282,300,1,其他,学术研究,
网信山东,网信山东,239,250,1,媒体平台,地方政务,
天津中医一附院,天津中医一附院,261,266,1,其他,地方政务,
高校辅导员工作室,高校辅导员工作室,169,169,1,自媒体/个人,其他,
山东大学学报哲社版,山东大学学报哲社版,347,379,2,高校/学术机构,学术研究,学术研究
科尔沁党建,科尔沁党建,303,319,1,其他,党建理论,
草莓科研服务网,草莓科研服务网,476,1419,2,媒体平台,学术研究,政务服务
光明微讲堂,光明微讲堂,289,355,1,自媒体/个人,其他,
人大转载社会,人大转载社会,317,513,2,政府机构,其他,
返朴,返朴,173,173,2,其他,其他,
比较政治学研究集刊CSSCI,比较政治学研究集刊CSSCI,166,166,2,高校/学术机构,学术研究,学术研究
绿洁兴农,绿洁兴农,165,165,8,其他,其他,
哲学王,哲学王,167,168,2,其他,学术研究,学术研究
和谐东区,和谐东区,177,177,1,其他,其他,
武川组工在线,武川组工在线,219,221,2,其他,其他,
中国职业教育,中国职业教育,166,166,8,其他,基础教育,教育
福建省工商联,福建省工商联,209,210,8,其他,地方政务,
悦读馆,悦读馆,168,168,2,其他,其他,
山东发布,山东发布,165,165,8,政府机构,地方政务,
广东省经企联,广东省经企联,165,165,8,其他,地方政务,
通辽铁检,通辽铁检,165,165,8,其他,地方政务,
相伴游资,相伴游资,165,165,8,其他,其他,
上海一网通办总门户,上海一网通办总门户,165,165,8,政府机构,地方政务,政务服务
汕尾日报,汕尾日报,165,165,8,媒体平台,社会民生,
HY双创荟,HY双创荟,165,165,8,其他,其他,
四川税务,四川税务,165,165,8,政府机构,社会民生,
贵阳市人民检察院,贵阳市人民检察院,165,165,8,政府机构,地方政务,
毛二王,毛二王,165,165,8,其他,其他,
山西人社,山西人社,165,165,8,政府机构,社会民生,
光明微教育,光明微教育,165,165,8,其他,基础教育,教育
广东人社,广东人社,165,165,8,政府机构,社会民生,
职教交流圈,职教交流圈,165,165,8,其他,其他,
投资黄石,投资黄石,165,165,8,其他,地方政务,
中国就业创业,中国就业创业,165,165,8,其他,社会民生,
河北人社,河北人社,165,165,8,政府机构,社会民生,
荆州12333,荆州12333,165,165,8,其他,地方政务,
国是直通车,国是直通车,165,165,8,其他,其他,
成都人社局,成都人社局,165,165,8,政府机构,社会民生,政务服务
上海人力资源和社会保障,上海人力资源和社会保障,165,165,8,自媒体/个人,地方政务,资源整合
海南省教育厅,海南省教育厅,165,165,8,其他,基础教育,教育
创新山东,创新山东,165,165,8,其他,地方政务,
华师心院研会,华师心院研会,165,165,8,其他,其他,
抚州市工商业联合会,抚州市工商业联合会,165,165,8,其他,地方政务,
湖北省招办,湖北省招办,165,165,8,政府机构,地方政务,政务服务
陇南武都发改,陇南武都发改,165,165,8,其他,地方政务,
宜春人社,宜春人社,165,165,8,政府机构,社会民生,
HR小兵,HR小兵,165,165,8,其他,其他,
人事百科,人事百科,165,165,8,其他,其他,
山西药科职业学院,山西药科职业学院,165,165,8,高校/学术机构,学术研究,
高校创就业教育,高校创就业教育,165,165,8,其他,基础教育,教育
北疆就业,北疆就业,165,165,8,其他,社会民生,
新心灵舍,新心灵舍,165,165,8,其他,其他,
辽宁省教育厅,辽宁省教育厅,165,165,8,其他,基础教育,教育
高校老铁,高校老铁,165,165,8,其他,其他,
创新黄石,创新黄石,165,165,8,其他,地方政务,
深言圳语,深言圳语,165,165,8,其他,其他,
广西人社,广西人社,165,165,8,政府机构,社会民生,
网信拉萨,网信拉萨,165,165,8,媒体平台,地方政务,
南阳师范学院就业指导与服务中心,南阳师范学院就业指导与服务中心,165,165,8,高校/学术机构,学术研究,政务服务
山东人社,山东人社,165,165,8,政府机构,社会民生,
南宁人社,南宁人社,165,165,8,政府机构,社会民生,
职教圈,职教圈,165,165,8,其他,其他,
茫崖人社,茫崖人社,165,165,8,政府机构,社会民生,
江西省人力资源发展协会,江西省人力资源发展协会,165,165,8,其他,地方政务,资源整合
中国培训教育,中国培训教育,165,165,8,其他,基础教育,教育
东营人社,东营人社,165,165,8,政府机构,社会民生,
法治朝阳,法治朝阳,165,165,8,其他,地方政务,
河南经侦,河南经侦,165,165,8,其他,地方政务,
津南人力社保,津南人力社保,165,165,8,自媒体/个人,社会民生,
通辽市退役军人事务局,通辽市退役军人事务局,165,165,8,政府机构,地方政务,政务服务
HR精进指南,HR精进指南,165,165,8,其他,其他,
技工教育,技工教育,165,165,8,其他,基础教育,教育
黄陵政研,黄陵政研,165,165,8,其他,其他,
美丽华坪,美丽华坪,165,165,8,其他,其他,
有房有窝,有房有窝,165,165,8,其他,其他,
就业桥服务中心,就业桥服务中心,165,165,8,其他,社会民生,政务服务
云燕仝赞投资集团,云燕仝赞投资集团,165,165,8,其他,其他,
长江质量管理科学研究院,长江质量管理科学研究院,165,165,8,高校/学术机构,学术研究,学术研究
中国劳动杂志,中国劳动杂志,165,165,8,媒体平台,其他,
会长聊安全,会长聊安全,165,165,8,自媒体/个人,其他,
亚一明昊人力资源,亚一明昊人力资源,165,165,8,其他,其他,资源整合
数话城市,数话城市,165,165,8,其他,其他,
快马直聘网,快马直聘网,165,165,8,媒体平台,其他,
无锡人社,无锡人社,165,165,8,政府机构,社会民生,
辽宁农业农村,辽宁农业农村,165,165,8,其他,地方政务,
湖南人社,湖南人社,165,165,8,政府机构,社会民生,
通职就业桥,通职就业桥,165,165,8,其他,社会民生,
BSU就业创业教育,BSU就业创业教育,165,165,8,其他,基础教育,教育
贵州发布,贵州发布,165,165,8,政府机构,地方政务,
笔杆子之家,笔杆子之家,165,165,8,自媒体/个人,其他,
保定高新人才管理咨询有限公司,保定高新人才管理咨询有限公司,165,165,8,其他,地方政务,
浮梁政策研究,浮梁政策研究,165,165,8,高校/学术机构,学术研究,学术研究
黑龙江大学,黑龙江大学,166,166,2,高校/学术机构,学术研究,
GameLook,GameLook,168,168,2,其他,其他,
设计学理论,设计学理论,405,631,2,其他,党建理论,
中传艺术考研,中传艺术考研,429,517,2,其他,学术研究,教育
光明网,光明网,175,176,8,媒体平台,其他,
防城港党建,防城港党建,214,221,1,其他,党建理论,
河南城建学院,河南城建学院,166,166,1,高校/学术机构,学术研究,
复兴文库RevitalizationLibrary,复兴文库RevitalizationLibrary,271,325,2,其他,其他,
科左中旗党建,科左中旗党建,215,217,1,其他,党建理论,
文高经济时评,文高经济时评,207,215,2,自媒体/个人,其他,
开视界,开视界,166,166,1,其他,其他,
理论铎言,理论铎言,166,167,1,其他,党建理论,
逆势成长,逆势成长,179,180,1,其他,其他,
长春公安宣传,长春公安宣传,170,172,1,其他,党建理论,
养老News,养老News,200,202,8,其他,社会民生,
华夏教师杂志社,华夏教师杂志社,164,164,1,媒体平台,基础教育,
红船视觉PPT,红船视觉PPT,206,209,1,其他,其他,
泸州史志,泸州史志,178,184,1,其他,地方政务,
底线思维,底线思维,164,164,2,其他,其他,
读书札记与学术译介,读书札记与学术译介,166,166,2,高校/学术机构,学术研究,学术研究
迷影旧号,迷影旧号,164,164,2,其他,其他,
博研商学,博研商学,164,164,2,其他,其他,
师大新青年,师大新青年,164,164,2,其他,党建理论,
爱智慧,爱智慧,164,164,2,其他,其他,
罗伯特议事规则,罗伯特议事规则,164,164,2,其他,其他,
365纳些故事,365纳些故事,164,164,2,其他,其他,
新南华辩社,新南华辩社,164,164,2,自媒体/个人,其他,
小东哥好了,小东哥好了,164,164,2,其他,其他,
新道本,新道本,164,164,2,其他,其他,
时光偏微分,时光偏微分,164,164,2,其他,其他,
明清书话,明清书话,164,164,2,其他,其他,
阅读聆听与旅行,阅读聆听与旅行,164,164,2,其他,其他,
随笔兰陵老生,随笔兰陵老生,164,164,2,自媒体/个人,其他,
LAWexplain民商事法律实务,LAWexplain民商事法律实务,164,164,2,其他,其他,
东方财经杂志,东方财经杂志,164,164,2,媒体平台,地方政务,
蚁经,蚁经,164,164,2,其他,其他,
在四季旅行,在四季旅行,164,164,2,其他,其他,
青云谱镇之窗,青云谱镇之窗,164,164,2,其他,其他,
曼知,曼知,164,164,2,其他,其他,
华尘之宴,华尘之宴,164,164,2,其他,其他,
喜欢互动,喜欢互动,164,164,2,其他,其他,
小津概念书房,小津概念书房,164,164,2,其他,其他,
思想先行读书会,思想先行读书会,164,164,2,其他,其他,
青年读书,青年读书,164,164,2,其他,党建理论,
赳赳青马鸣,赳赳青马鸣,164,164,2,其他,其他,
汪教授,汪教授,164,164,2,其他,其他,
文化政治经济学,文化政治经济学,164,164,2,其他,学术研究,文化传播
感悟常识,感悟常识,164,164,2,其他,其他,
人文智库renwenzhiku,人文智库renwenzhiku,164,164,2,其他,学术研究,
政经悦读馆,政经悦读馆,164,164,2,其他,其他,
后知堂云深悦读馆,后知堂云深悦读馆,164,164,2,自媒体/个人,其他,
随读随写,随读随写,164,164,2,其他,其他,
Whispers,Whispers,164,164,2,其他,其他,
木鱼寺,木鱼寺,164,164,2,其他,其他,
羽观集,羽观集,164,164,2,其他,其他,
陶行逸,陶行逸,164,164,2,其他,其他,
世界史评论,世界史评论,164,164,2,自媒体/个人,其他,
小众先锋,小众先锋,164,164,2,其他,党建理论,
智力论丛,智力论丛,164,164,2,其他,其他,
山西省财政税务专科学校,山西省财政税务专科学校,164,164,2,政府机构,基础教育,教育
华秦发展,华秦发展,164,164,2,其他,其他,
湖岸遇筝,湖岸遇筝,164,164,2,其他,其他,
有言如斯,有言如斯,164,164,2,其他,其他,
呓语种地,呓语种地,164,164,2,其他,其他,
国关思考,国关思考,164,164,2,其他,其他,
殿阁大学士,殿阁大学士,164,164,2,高校/学术机构,学术研究,
战忽局珞珈山办事处,战忽局珞珈山办事处,164,164,2,政府机构,其他,政务服务
四面江山来眼底,四面江山来眼底,164,164,2,其他,其他,
具足圆通,具足圆通,164,164,2,其他,其他,
胡爸爸的通识课,胡爸爸的通识课,164,164,2,其他,其他,
TerenceXie,TerenceXie,164,164,2,其他,其他,
哲社号,哲社号,164,164,2,自媒体/个人,其他,
猫头鹰要去哪儿,猫头鹰要去哪儿,164,164,2,其他,其他,
希哲学,希哲学,164,164,2,其他,学术研究,学术研究
羽中漫漫步,羽中漫漫步,164,164,2,其他,其他,
北山的人生算法,北山的人生算法,164,164,2,其他,其他,
原虎林,原虎林,164,164,2,其他,其他,
雪夜出门又未归,雪夜出门又未归,164,164,2,其他,其他,
陇右观察,陇右观察,164,164,2,其他,其他,
RUCfudanBFSU国关考研论坛,RUCfudanBFSU国关考研论坛,164,164,2,其他,学术研究,教育
何处是他乡,何处是他乡,164,164,2,其他,其他,
未鸣读书会,未鸣读书会,164,164,2,其他,其他,
灯塔看守人的小屋,灯塔看守人的小屋,164,164,2,其他,其他,
万里尘埃中,万里尘埃中,164,164,2,其他,其他,
深大公管人,深大公管人,164,164,2,其他,其他,
PoliticalScientist,PoliticalScientist,164,164,2,其他,其他,
老魏讲历史,老魏讲历史,164,164,2,其他,其他,
二十七号书房,二十七号书房,164,164,2,其他,其他,
哲学思维探索,哲学思维探索,164,164,2,其他,学术研究,学术研究
唯文艺,唯文艺,164,164,2,其他,其他,
刘先生的杂谈,刘先生的杂谈,164,164,2,自媒体/个人,其他,
国关记,国关记,164,164,2,其他,其他,
存在主义的大便超人,存在主义的大便超人,164,164,2,其他,其他,
十方艺谈,十方艺谈,164,164,2,自媒体/个人,其他,
乔安安Wonderland,乔安安Wonderland,164,164,2,其他,其他,
读书生活学习,读书生活学习,164,164,2,自媒体/个人,其他,
放崖亭,放崖亭,164,164,2,其他,其他,
港澳台及海外文献,港澳台及海外文献,164,164,2,其他,其他,
艾禾爱书,艾禾爱书,164,164,2,其他,其他,
止戈载道,止戈载道,164,164,2,其他,其他,
东哥咸鸭蛋,东哥咸鸭蛋,164,164,2,其他,其他,
周子衡,周子衡,164,164,2,其他,其他,
黑河学院学报,黑河学院学报,164,164,2,高校/学术机构,学术研究,学术研究
优锐研究所,优锐研究所,164,164,2,高校/学术机构,学术研究,学术研究
无念斋随笔,无念斋随笔,164,164,2,自媒体/个人,其他,
云台纪事,云台纪事,164,164,2,其他,其他,
楚天爻,楚天爻,164,164,2,其他,其他,
DailyPolitics政治学辞典,DailyPolitics政治学辞典,164,164,2,其他,学术研究,
朝阳少侠,朝阳少侠,164,164,2,其他,地方政务,
沉默的大伊万,沉默的大伊万,164,164,2,其他,其他,
鸿猷国艺,鸿猷国艺,164,164,2,其他,其他,
JEFFsHesitation,JEFFsHesitation,164,164,2,其他,其他,
思想城邦,思想城邦,164,164,2,其他,其他,
老杨的学习资料库,老杨的学习资料库,164,164,2,其他,其他,
少数派文存,少数派文存,164,164,2,其他,其他,
北京联合大学学报人文社科版,北京联合大学学报人文社科版,329,363,1,高校/学术机构,学术研究,学术研究
